selfies,target
[O][=C][Branch2][Ring2][=Branch1][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][O][O][C][C][=C][C][=C][N][=C][Ring1][=Branch1],7.19
[O][=C][Branch1][=Branch2][C][C][=C][C][=C][S][Ring1][Branch1][N][C][Branch1][=Branch1][B][Branch1][C][O][O][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][=Branch2],7.19
[N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][O][N][C][=N][C][Branch1][O][O][C][C][C][C][C][C][C][Ring1][=Branch1][=C][N][=C][NH1][C][Ring1][Branch1][=N][Ring1][P][C][=C][Ring2][Ring1][Branch2],7.19
[C][C][C][C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Ring2][Ring1][Ring1][=O],7.19
[O][=C][Branch2][Ring1][=Branch2][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][O][C][O][C][=C][C][=C][N][=C][Ring1][=Branch1][=C][Ring1][#C][C][=C][C][Branch1][C][F][=C][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=C][Ring1][=N],7.19
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][#Branch2][N][C][C][=C][C][=C][O][Ring1][Branch1][C][=C][Ring1][S][Cl],7.19
[C][C][Branch1][S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],7.19
[N][C][=Branch1][C][=O][C][Branch2][Ring1][#Branch2][C][C][=C][C][=C][Branch1][#C][C][=C][C][=Branch1][C][=O][N][S][Ring1][=Branch1][=Branch1][C][=O][=O][C][=C][Ring1][=C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][#C][C][=C][C][=Branch1][C][=O][N][S][Ring1][=Branch1][=Branch1][C][=O][=O][C][=C][Ring1][=C],7.19
[C][NH1+1][C][C][N][Branch2][Ring2][N][C][=C][C][=C][Branch2][Ring1][S][C][=Branch1][C][=O][N][C][=N][NH1][C][=C][Ring1][Branch1][C][N][Branch1][=N][C][=Branch1][C][=O][C][C][=C][C][=C][S][Ring1][Branch1][C][Ring1][=N][C][=C][Ring2][Ring1][=Branch2][C][C][Ring2][Ring1][#C],7.19
[O][C][C][NH2+1][NH2+1][C][C][Branch1][C][O][C][Ring1][#Branch1][O],7.19
[NH3+1][C][C][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][=C][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][C][Ring1][P][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1],7.19
[O][=C][C][C][Branch2][Branch1][Branch2][C][=C][C][=C][Branch2][Ring2][N][C][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=N][C][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][N][Ring1][=N][C][=C][Ring2][Ring1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring2][Ring2][#Branch1],7.19
[C][C][C][C][C][C][=C][C][C][=C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring1][=Branch1][C][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C],7.19
[C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring2][Ring2][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][=O][C][C][=C][NH1][C][=N][Ring1][Branch1][C][Branch1][C][C][C],7.19
[O][=C][Branch2][Ring1][Branch1][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][O],7.19
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][N][=C][Branch1][#Branch2][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][S][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][Branch2],7.19
[C][O][C][=C][C][=C][Branch2][Ring1][O][C][S][C][=N][N][=C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][O][Ring1][=C][C][=C][Ring2][Ring1][=Branch1][F],7.19
[C][C][C][C][=C][Branch2][Ring1][#Branch1][O][C][C][C][S][C][=C][C][=C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=C][Ring1][#Branch2][Cl][C][=C][C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][O][C][Ring2][Ring1][=N][=Ring1][=Branch2],7.19
[C][C][=Branch1][C][=O][N][C][C][Branch1][C][O][O][C][Branch1][Ring1][C][O][C][Branch2][=Branch1][S][O][C][O][C][Branch1][Ring1][C][O][C][Branch2][Branch1][=Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch2][Ring1][N][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][N+1][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][O][C][Ring2][Ring1][Branch2][N][C][Branch1][C][C][=O][C][Branch1][C][O][C][Ring2][Ring2][=Branch1][N][C][Branch1][C][C][=O][C][Ring2][Branch1][Ring2][O],7.19
[N][#C][C][=C][C][=C][Branch2][Ring1][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][O][B][Ring1][=Branch1][O][C][=C][Ring1][P][C][#N],7.19
[C][C][C][N][C][=Branch1][C][=O][C][Branch1][C][O][C][C][=Branch1][C][=O][N][C][Branch1][P][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C],7.19
[C][S][C][C][C][Branch2][Branch2][Ring2][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][N][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][O][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O-1],7.19
[C][NH1+1][C][C][N][Branch2][Branch1][C][C][=Branch1][C][=O][N][C][C][C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N][=N][NH1][C][=Ring2][Ring1][Branch1][C][Ring2][Ring1][Branch2][Branch1][C][C][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring2][=Branch2],7.19
[C][S][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],7.19
[C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][Branch1][N][C][C][O][=N][C][=N][Ring1][#Branch2][=C][Ring2][Ring1][Branch1][F],7.19
[C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][C][S][C][C][=C][C][=Branch2][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][S][C][C][Branch1][N][C][=Branch1][C][=O][N][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][Ring2][Branch1][S][=O][C][S][C][C][Branch1][O][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][Ring2][Branch2][Branch1],7.19
[N][C][=N][C][=N][C][=C][C][=C][Branch2][Ring1][O][C][=C][C][Branch1][C][F][=C][C][Branch1][=C][N][C][=Branch1][C][=O][C][NH1+1][C][C][C][C][Ring1][Branch1][=C][Ring1][S][C][=C][Ring2][Ring1][#Branch2][Ring2][Ring1][=Branch1],7.19
[O][=C][Branch1][=C][C][=C][C][Branch1][Ring1][C][O][=C][C][=C][Ring1][Branch2][Cl][C][=C][NH1][C][=N][C][=C][Branch2][Ring1][C][C][C][=N][N][Branch1][=Branch2][C][C][C][NH2+1][C][C][Ring1][=Branch1][C][=Ring1][O][C][=C][Ring2][Ring1][Ring2][Ring1][P],7.19
[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch2][Ring1][O][S][C][C][=C][C][=N][N][=C][Branch1][O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][N][Ring1][O][N][=Ring1][#C][=C][Ring2][Ring1][Branch2],7.19
[NH3+1][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],7.2
[O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][C][=C][C][=C][Branch1][#C][N][C][C][NH1+1][C][C][C][C][C][Ring1][=Branch1][C][Ring1][#Branch2][C][=C][Ring1][S],7.2
[O][=S][=Branch1][C][=O][Branch1][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][NH2+1][C][Branch1][Ring1][C][O][C][Ring1][=Branch2],7.2
[O][C][C][C][NH2+1][C][C][Branch1][C][O][C][Ring1][#Branch1][O],7.2
[N][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][=C][S][Branch1][C][N][=Branch1][C][=O][=O],7.2
[C][C][NH2+1][C][Branch2][Ring1][=N][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][#Branch2][O],7.2
[O][=N+1][Branch1][C][O-1][N][C][=N][C][=C][N][Ring1][Branch1][C][C][=C][C][=C][Branch1][C][Cl][N][=C][Ring1][#Branch1],7.2
[C][C][C][C][C][Branch1][C][C][C][Branch1][C][O][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring2][=Branch1][N][C],7.2
[O][=C][Branch1][C][O-1][C][C][=C][C][=C][Branch2][Ring1][#C][C][=C][NH1][C][=N][C][=C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring1][Ring1][S][C][=C][Ring2][Ring1][=Branch2],7.2
[C][O][C][=C][C][=C][Branch2][Ring1][=C][C][C][=Branch1][C][=O][N][C][=C][N][Branch1][#C][C][C][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Ring1][Branch2][C][=N][Ring1][=N][C][=C][Ring2][Ring1][#Branch1],7.2
[C][C][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][O][C][C][Branch1][Branch2][C][O][N+1][=Branch1][C][=O][O-1][O][N+1][=Branch1][C][=O][O-1][C][C][C][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][S][C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][=C][C][=Ring1][=Branch2][Ring1][S],7.2
[O][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][Branch2][Ring2][N][C][N][=C][S][C][=C][N][Ring1][Branch1][C][=Ring1][Branch2][C][=C][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][N][=N][Ring2][Ring1][Ring1][=C][Ring2][Ring1][P],7.2
[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][=Branch1][C][=O][N][=O][C][=C][Ring2][Ring1][Ring1],7.2
[C][C][C][O][C][C][N][Ring1][=Branch1][C][=C][C][Branch1][P][C][C][=C][C][=C][Branch1][C][N][NH1][N][=C][Ring1][=Branch1][C][=Ring1][#Branch2][=N][C][Branch1][C][N][=N][Ring1][P],7.2
[N][C][=Branch1][C][=O][C][=C][Branch1][=C][N][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][F][C][=C][Branch1][C][F][C][=C][Ring1][S][O][C][C][C][Branch1][C][O][C][O],7.2
[C][O][C][C][C][C][=C][C][Branch2][Ring1][=Branch2][N][C][=N][C][Branch1][=N][N][C][C][=C][C][Branch1][C][C][=N][O][Ring1][=Branch1][=N][C][=C][Ring1][=C][Br][=N][NH1][Ring2][Ring1][Branch1],7.2
[NH3+1][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][C][C][Ring1][Ring2][C][=Branch1][C][=O][O-1],7.2
[C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][C][Branch1][O][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],7.2
[O][=C][Branch2][Ring1][Ring2][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][NH1][Ring1][O][N][C][=C][C][=C][Branch2][Ring1][C][C][=N][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][O][C][=C][Ring1][P],7.2
[C][C][=Branch1][C][=O][N][C][Branch2][N][#Branch2][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][C][C][C][C][C][C][=C][C][C][C][C][Branch1][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][Ring2][#Branch1][Ring1][=O][C][Branch1][C][C][O],7.2
[C][=C][C][NH1+1][Branch1][C][C][C][C][C][C][C][C][O][C][=C][C][=C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][Branch1][C][F][=C][Ring1][S],7.21
[C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=NH2+1][C][=C][Ring1][=Branch2],7.21
[C][C][=C][C][=C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=N][C][NH1+1][C][C][NH1+1][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring1][=C][C][=C][Ring2][Ring1][#Branch1][N][C][=N][C][=C][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=N][Ring1][N],7.21
[C][C][C][Branch1][Ring1][C][=O][C][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][Branch1][Ring1][O][C][C][C][C][C][Ring1][Branch2][Ring1][=C],7.21
[C][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][=N][C][C][C][Branch1][C][O][C][C][=Branch1][C][=O][O-1][C][=C][Ring1][=C][C][=C][Ring2][Ring1][Ring2],7.21
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][#Branch2][N][C][=N][C][=C][C][Branch1][#C][N][C][=C][C][=C][C][=N][NH1][C][=C][Ring1][=Branch2][Ring1][Branch1][=N][Ring1][S][=C][Ring2][Ring1][#Branch1],7.21
[C][C][N][C][=Branch1][C][=O][C][C][N][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][N][C][Branch1][C][C][=N][N][=C][Ring1][=Branch1][Ring2][Ring1][Branch2],7.21
[C][C][Branch1][C][C][C][C][N][N][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][Branch1][C][O][=C][Branch2][Ring2][C][C][=N][C][=C][C][=C][Branch1][O][O][C][Branch1][C][C][C][Branch1][C][N][=O][C][=C][Ring1][N][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring2][Ring1][C][C][Ring2][Ring1][=C][=O],7.21
[NH3+1][C][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],7.21
[O][=C][Branch2][Ring1][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][O],7.21
[C][C][Branch1][C][C][C][C][C][Branch1][C][C][C][N][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][C][Branch2][Ring1][S][C][=N][C][=C][C][=C][Branch1][#Branch2][N][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][O][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring1][P][=C][Ring2][Ring1][=C][O],7.21
[N][C][=N][N][Branch2][Ring1][Branch2][C][=C][C][=C][C][Branch1][=C][C][=C][C][=C][C][=C][NH1][C][Ring1][Branch1][=C][Ring1][=Branch2][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][N][C][Ring1][#Branch1][=O],7.21
[C][=C][C][=C][C][C][Branch1][C][C][C][Branch1][C][O][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring2][=Branch1][N][C],7.21
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=N][C][=C][S][Ring1][Branch1],7.21
[C][C][C][O][C][S][C][Branch2][Ring1][S][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][C][Branch1][=C][C][=C][C][Branch1][Ring1][C][NH3+1][=C][C][=C][Ring1][Branch2][F][C][Ring1][S][=C][Branch1][C][C][C][=Ring2][Ring1][=Branch2][Br],7.21
[N][C][=Branch1][C][=O][C][=C][C][=C][NH1][C][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][=C][Ring1][=C][=N][C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][#Branch1],7.21
[O][C][C][O][C][Branch2][Ring1][#Branch1][O][C][C][#C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][Branch2][O],7.21
[C][C][C][Branch1][N][NH2+1][C][Branch1][C][C][C][C][Branch1][C][N][=O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=C][F],7.21
[C][O][C][=C][N][=C][NH1][C][=C][Branch2][Ring2][C][C][C][=C][C][=C][Branch2][Ring1][Branch1][N][C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][N][=C][Ring2][Ring1][C][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N],7.21
[C][C][Branch1][C][O][C][Branch1][Ring1][C][=O][C][C][C][Branch1][C][S][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Ring1][=Branch2],7.21
[C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=C][N][=C][N][=C][NH1][C][Ring1][Branch1][=C][Ring1][=Branch2][=C][Ring2][Ring1][Ring1][F],7.21
[C][C][Branch1][C][C][N][N][=C][C][=C][Ring1][Branch1][C][=Branch1][C][=O][C][C][Branch2][Ring1][N][C][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][C][C][=C][C][=N][NH1][C][=C][Ring1][Branch1][C][=Ring1][=Branch2][C][C][Ring1][P][C][Ring2][Ring1][#Branch1],7.21
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch1][N][N][=C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][Ring1][O][C][=C][Ring2][Ring1][Ring1],7.22
[C][C][Branch1][C][O][C][Branch1][=N][N][C][=Branch1][C][=O][C][C][C][C][NH2+1][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch2][Branch1][Ring2][C][NH2+1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][C][=C][C][=C][C][=C][Ring1][=Branch1],7.22
[C][C][Branch1][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],7.22
[C][C][=Branch1][C][=O][N][C][C][Branch2][Branch1][Ring2][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Ring1][#Branch2][O][C][C][Branch1][C][O][C][NH1+1][=C][Branch1][=Branch1][N][Branch1][C][C][C][O][C][Ring1][Branch2][C][Ring1][N][C][O][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Ring2][Ring1][O][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring2][Ring2][=Branch1][O],7.22
[C][C][=N][C][Branch1][C][C][=C][Branch2][Ring1][#Branch1][C][=C][C][=N][C][Branch1][=N][N][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][=N][Ring1][=C][S][Ring2][Ring1][Ring2],7.22
[C][C][Branch1][C][C][C][C][Branch1][#Branch1][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][C][Branch2][Ring2][O][C][=C][C][Branch2][Ring1][#C][C][=C][C][=C][Branch1][P][O][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][Ring1][Branch2][C][Branch1][C][Cl][=C][Ring1][P][Cl][=N][N][Ring2][Ring1][#Branch1][C][C][C][Ring2][Ring1][=C],7.22
[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1],7.22
